|trigger_num|name       |t90     |t90_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|
|      06677|GRB 980403 |        |         |          |               |          |               |
|      03325|4B 941224  |        |         |2.1455e-08|     4.6744e-09|7.7013e-08|     1.3021e-08|
|      03819|4B 950926  |  54.976|   11.266|6.6793e-07|     2.6777e-08|1.2946e-06|     7.6129e-08|
|      01461|4B 920303- |   0.461|    0.449|4.9292e-09|     4.4499e-09|3.1429e-08|     7.5804e-09|
|      03891|4B 951102- |  41.472|    1.761|1.6787e-06|     2.6695e-08|4.7980e-06|     8.0460e-08|
|      03811|4B 950921- |   5.440|    0.326|6.9258e-07|     1.4265e-08|7.9844e-07|     3.3966e-08|
|      02451|4B 930720- |  35.008|    0.453|2.1845e-06|     7.5592e-08|4.6420e-06|     1.4726e-07|
|      01663|4B 920622- |  35.968|    0.968|7.2944e-06|     3.0080e-08|3.9589e-05|     9.3718e-08|
|      03017|4B 940606  |  75.552|    2.639|1.4999e-06|     3.7619e-08|4.2973e-06|     9.4953e-08|
|      06408|GRB 971002-|   7.104|    2.755|3.9941e-08|     1.1931e-08|3.8338e-07|     3.1975e-08|
|      03060|4B 940704- |        |         |          |               |          |               |
|      02276|4B 930331- | 119.136|    1.056|2.2971e-06|     5.3046e-08|2.6006e-06|     1.1839e-07|
|      03416|4B 950211- |  37.408|    4.471|2.6686e-07|     2.8043e-08|7.0204e-07|     6.8187e-08|
|      02037|4B 921101  |   6.272|    0.181|4.4094e-07|     1.5924e-08|2.4251e-06|     4.3796e-08|
|      01310|4B 920122  |        |         |2.0555e-07|     2.3005e-08|1.5149e-07|     4.7715e-08|
|      02093|4B 921211  |  58.112|    1.820|4.7567e-07|     1.7712e-08|7.7575e-07|     4.4542e-08|
|      03776|4B 950904- |  11.072|    1.797|2.5293e-06|     4.0457e-08|7.2083e-06|     9.7600e-08|
|      01934|4B 920917  |   9.408|    1.105|          |               |          |               |
|      06622|GRB 980301-| 389.376|    7.494|3.0542e-06|     1.3557e-07|7.1275e-06|     3.5490e-07|
|      03168|4B 940915  |  18.080|    1.073|2.4273e-07|     3.0854e-08|8.9341e-07|     8.3666e-08|
|      03494|4B 950405- |   1.408|    0.091|2.7917e-08|     8.5415e-09|8.8195e-08|     2.2368e-08|
|      08004|GRB 000229 |  32.512|    1.448|7.2986e-07|     1.1544e-07|2.5753e-06|     3.2847e-07|
|      07604|GRB 990611-|  43.200|    4.098|4.1318e-07|     3.1277e-08|6.6216e-07|     8.3856e-08|
|      07209|GRB 981111-|  46.272|    9.273|4.6933e-07|     1.7373e-08|1.3509e-06|     5.1844e-08|
|      08049|GRB 000323 |  72.448|    1.675|2.5680e-06|     2.9846e-08|7.0397e-06|     8.1265e-08|
|      04312|4B 960111  |   9.024|    1.518|9.8197e-07|     1.3981e-08|1.3328e-06|     3.1012e-08|
|      05523|4B 960628  |  17.888|    1.361|1.1605e-06|     2.3535e-08|2.7433e-06|     6.6469e-08|
|      03323|4B 941218  |   0.448|    0.115|1.8105e-08|     3.0620e-09|1.3391e-07|     1.0239e-08|
|      01385|4B 920210- |  51.776|    2.064|4.3351e-06|     4.3357e-08|1.8906e-05|     1.1556e-07|
|      06276|GRB 970618 |        |         |          |               |          |               |
|      01425|4B 920221  |  10.432|    0.653|1.9737e-06|     2.4415e-08|3.2047e-06|     4.0583e-08|
|      03238|4B 941012  |  20.928|    0.528|3.0050e-07|     1.8694e-08|5.2305e-07|     4.9221e-08|
|      00727|4B 910826  |        |         |2.0594e-07|     1.4299e-08|5.1253e-07|     3.1180e-08|
|      03864|4B 951013  |  51.200|    0.779|3.6144e-08|     5.0454e-09|2.7146e-07|     1.5316e-08|
|      00254|4B 910602- |   0.384|    0.707|1.5741e-08|     1.4111e-08|1.5703e-07|     6.0678e-07|
|      07183|GRB 981030 |   7.744|    1.218|1.7999e-07|     1.1803e-08|1.6803e-07|     3.3941e-08|
|      01404|4B 920216- |   1.408|    0.590|1.6486e-08|     6.2473e-09|8.9585e-08|     1.3605e-08|
|      02686|4B 931209- |        |         |          |               |          |               |
|      02288|4B 930405- |   0.448|    0.091|6.0938e-09|     2.8048e-09|5.9409e-08|     6.5925e-09|
|      05540|4B 960715- |  76.768|   13.734|4.6894e-07|     3.9644e-08|6.1025e-07|     8.5805e-08|
|      03089|4B 940717- |        |         |7.9404e-07|     2.6336e-08|2.1252e-06|     6.3976e-08|
|      05477|4B 960529  |  17.088|    0.707|1.0693e-06|     1.6192e-08|7.8923e-06|     5.3022e-08|
|      06831|GRB 980617-|  20.096|    6.924|1.6789e-07|     1.5813e-08|9.9586e-08|     3.4324e-08|
|      06163|GRB 970407-|        |         |          |               |          |               |
|      07172|GRB 981022-|  27.648|    1.675|4.9764e-07|     1.1618e-08|1.6914e-06|     3.1247e-08|
|      06317|GRB 970725-|   7.744|    0.932|1.6803e-07|     1.0920e-08|3.1408e-07|     2.7830e-08|
|      02509|4B 930902- |        |         |3.0520e-07|     2.0612e-08|1.5786e-06|     5.6683e-08|
|      07513|GRB 990407 |        |         |          |               |          |               |
|      03905|4B 951112- |  24.256|    3.032|1.2475e-06|     1.9346e-08|3.8862e-06|     5.5091e-08|
|      00204|4B 910517- |  62.656|    1.548|5.5198e-08|     8.2568e-09|5.3717e-07|     2.2567e-08|
|      07632|GRB 990705-|   1.897|    0.183|0.0000e+00|     0.0000e+00|0.0000e+00|     0.0000e+00|
|      06439|GRB 971016 |   0.256|    0.091|1.3569e-08|     3.4836e-09|3.8383e-08|     1.0318e-08|
|      05545|4B 960720  |  12.544|    2.433|2.4185e-07|     1.3446e-08|9.6921e-07|     4.2562e-08|
|      07587|GRB 990527-|  18.944|    3.482|1.8900e-07|     1.7172e-08|2.2509e-07|     4.6215e-08|
|      06931|GRB 980718-|   0.240|    0.027|3.3908e-08|     5.9204e-09|2.3788e-07|     1.8253e-08|
|      02188|4B 930213- |  74.368|    3.126|6.8191e-07|     2.4773e-08|1.6381e-06|     6.4237e-08|
|      03779|4B 950907  |  11.328|    6.408|9.4404e-08|     8.0155e-09|2.0715e-07|     2.0030e-08|
|      06393|GRB 970923 |        |         |1.2746e-07|     8.6370e-09|1.2401e-07|     2.1585e-08|
|      07130|GRB 980928 |  52.672|    3.238|2.8642e-07|     2.6902e-08|4.5500e-07|     7.2453e-08|
|      06586|GRB 980203-|   0.685|    0.040|2.1719e-08|     3.8432e-09|3.8493e-08|     1.0384e-08|
|      03431|4B 950216  |   0.496|    0.082|          |               |          |               |
|      06448|GRB 971024-| 149.248|   39.565|7.1888e-07|     3.6923e-08|1.3261e-06|     9.7563e-08|
|      01122|4B 911127- |  18.752|    0.979|3.4139e-06|     2.3501e-08|1.0883e-05|     6.4875e-08|
|      01743|4B 920804- |  21.824|    1.404|          |               |          |               |
|      05594|GRB 960907-|  12.800|    3.329|1.6969e-07|     1.3224e-08|5.0991e-07|     3.6874e-08|
|      06105|GRB 970227-|   0.207|    0.093|1.2334e-08|     3.4200e-09|2.5814e-08|     1.0192e-08|
|      07379|GRB 990210-|  66.944|    9.989|6.6092e-07|     2.4995e-08|1.5400e-06|     6.8024e-08|
|      02147|4B 930126  |        |         |          |               |          |               |
|      07159|GRB 981016 |  13.056|   26.831|1.1350e-09|     4.1197e-09|5.7428e-08|     1.4312e-08|
|      03926|4B 951128- |   9.952|    1.073|1.0601e-07|     1.2894e-08|5.3065e-07|     4.4149e-08|
|      02061|4B 921118  | 174.656|    2.127|4.1950e-06|     4.7302e-08|2.0954e-05|     1.3332e-07|
|      06472|GRB 971110 | 195.200|    0.362|1.4940e-05|     6.1831e-08|6.6533e-05|     1.8446e-07|
|      06338|GRB 970817-|   0.768|    0.516|1.0077e-08|     4.6595e-09|5.6269e-08|     1.2991e-08|
|      03480|4B 950325- |   9.150|    0.257|1.0668e-06|     1.4495e-08|4.9254e-06|     4.0652e-08|
|      06544|GRB 971223 |  32.960|    2.627|5.2567e-07|     2.2642e-08|1.9123e-06|     7.4320e-08|
|      01447|4B 920227- |  22.720|    0.590|9.4803e-07|     2.4585e-08|3.2063e-06|     5.2814e-08|
|      02873|4B 940310  |   0.084|    0.516|7.1644e-09|     1.4185e-09|3.2766e-08|     4.4197e-09|
|      02986|4B 940521- |   4.032|    0.528|1.3522e-07|     1.9228e-08|2.9057e-07|     5.3514e-08|
|      01439|4B 920226- |   8.320|    1.988|1.1241e-07|     1.3685e-08|1.1453e-07|     4.0526e-08|
|      03112|4B 940807  |        |         |          |               |          |               |
|      08036|GRB 000314 | 110.848|    3.789|1.5611e-06|     5.8228e-08|2.5312e-06|     1.6443e-07|
|      01742|4B 920804- |  52.160|   11.394|5.1777e-07|     2.1556e-08|1.0413e-06|     5.3650e-08|
|      03095|4B 940725  |        |         |          |               |          |               |
|      03840|4B 951001  |   4.169|    1.108|2.4936e-08|     5.7467e-09|5.0509e-08|     1.4091e-08|
|      05581|4B 960819  |  28.768|    6.678|2.1681e-07|     1.5550e-08|4.4186e-07|     4.5531e-08|
|      06237|GRB 970521 |   0.640|    0.326|2.4878e-08|     5.3708e-09|1.4047e-07|     1.4977e-08|
|      05497|4B 960615- | 118.304|   13.082|7.6998e-07|     3.9663e-08|1.1084e-06|     1.0479e-07|
|      06131|GRB 970321 |  10.048|    0.181|5.9836e-08|     1.0691e-08|2.8580e-07|     3.0350e-08|
|      02939|4B 940419- |  47.168|    0.834|          |               |          |               |
|      02918|4B 940410- |   0.448|    0.091|2.2578e-08|     3.5195e-09|1.4978e-07|     9.8997e-09|
|      06446|GRB 971023-| 100.672|    9.572|8.1076e-07|     3.8666e-08|1.3243e-06|     1.0649e-07|
|      02198|4B 930218  |        |         |          |               |          |               |
|      06560|GRB 980105 |  36.800|    0.264|2.7732e-06|     2.5054e-08|7.7340e-06|     6.6513e-08|
|      03918|4B 951124- | 110.464|    2.057|1.9139e-06|     4.1488e-08|6.6789e-06|     1.1766e-07|
|      07387|GRB 990213-|  63.232|    4.548|6.4566e-07|     2.6448e-08|9.3247e-07|     6.4273e-08|
|      02228|4B 930309- |  90.112|    1.669|4.1449e-06|     3.3025e-08|1.2387e-05|     8.4872e-08|
|      03141|4B 940828  |   2.290|    0.584|0.0000e+00|     3.8668e-08|3.9715e-08|     1.3536e-07|
|      05541|4B 960715- |  26.432|    6.088|6.0328e-07|     2.0839e-08|1.2837e-06|     5.9729e-08|
|      02358|4B 930529  |   1.280|    0.091|7.2586e-09|     1.9489e-08|9.6778e-08|     4.8305e-08|
|      03443|4B 950227  |        |         |          |               |          |               |
|      02128|4B 930112- |        |         |          |               |          |               |
|      03910|4B 951117- |   0.088|    0.018|1.6047e-08|     1.9562e-09|2.5923e-08|     4.8374e-09|
|      00289|4B 910607- |   0.067|    0.012|3.6352e-09|     1.3682e-09|2.9896e-08|     4.6738e-09|
|      01992|4B 921018  |        |         |          |               |          |               |
|      02713|4B 931228  |        |         |          |               |          |               |
|      02782|4B 940126- |        |         |          |               |          |               |
|      03412|4B 950211- |   0.068|    0.006|1.8675e-07|     4.5308e-09|1.1881e-06|     1.4688e-08|
|      05487|4B 960605- |  12.128|    2.350|2.7553e-07|     2.0228e-08|2.3312e-07|     4.0938e-08|
|      02523|4B 930911  |   0.680|    0.115|2.5495e-08|     3.0127e-09|1.7712e-07|     8.6928e-09|
|      00432|4B 910625  |   0.034|    0.005|9.6922e-09|     1.4265e-09|7.2313e-08|     4.0178e-09|
|      01416|4B 920218- |   3.456|    0.968|1.1721e-07|     5.4608e-09|1.7024e-07|     1.1958e-08|
|      07581|GRB 990523-|   2.347|    2.457|2.5718e-08|     5.1259e-09|2.4370e-07|     1.7332e-08|
|      05505|4B 960618  |        |         |2.4760e-07|     2.4134e-08|8.2285e-07|     6.4699e-08|
|      02821|4B 940214- |   0.392|    0.029|1.9217e-08|     3.1543e-09|6.7355e-08|     7.8405e-09|
|      01566|4B 920423- |   0.074|    0.060|5.2493e-09|     1.5623e-09|2.6492e-08|     4.5370e-09|
|      06414|GRB 971006 |  48.064|    3.329|1.6485e-06|     3.8307e-08|5.4425e-06|     1.1171e-07|
|      02893|4B 940327  |  10.336|    1.541|1.0816e-07|     2.3329e-08|0.0000e+00|     6.0404e-08|
|      06658|GRB 980325-|   8.064|    1.154|1.2360e-07|     9.5054e-09|3.7421e-07|     3.3690e-08|
|      03107|4B 940806- |        |         |          |               |          |               |
|      02830|4B 940217- |   3.264|    0.264|1.0556e-07|     1.3151e-08|2.0708e-07|     3.0472e-08|
|      02992|4B 940526- |  16.832|    5.633|1.0166e-07|     2.2256e-08|4.1506e-07|     6.0786e-08|
|      01924|4B 920913  |  26.560|    3.304|5.1120e-07|     2.1676e-08|1.5187e-06|     5.6964e-08|
|      03805|4B 950918  |  30.080|    2.725|3.5949e-07|     1.7123e-08|8.0575e-07|     4.3038e-08|
|      01701|4B 920715  |   3.392|    0.716|1.1107e-07|     1.2586e-08|2.7448e-07|     2.8988e-08|
|      05474|4B 960525  |  18.432|   11.143|5.1717e-07|     1.7708e-08|7.2699e-07|     3.9308e-08|
|      00540|4B 910715  |  32.000|    1.600|1.0476e-07|     8.8934e-09|1.0030e-07|     1.4135e-08|
|      08110|GRB 000518 |  10.304|    2.440|2.8717e-07|     1.5860e-08|2.0871e-06|     5.0200e-08|
|      08086|GRB 000424-|  18.432|    1.985|6.0018e-07|     2.7706e-08|2.4740e-06|     7.7641e-08|
|      00257|4B 910602- |  80.832|    4.160|1.2911e-06|     2.5601e-08|4.1876e-06|     6.2867e-08|
|      02760|4B 940115  |   4.672|    0.528|2.0287e-07|     2.3276e-08|2.4531e-07|     6.1818e-08|
|      03792|4B 950911- |  22.048|    4.637|2.3308e-07|     2.0777e-08|4.9453e-07|     5.2152e-08|
|      04556|4B 960124- |  13.088|    1.042|3.6706e-06|     3.0950e-08|1.1731e-05|     8.5624e-08|
|      03408|4B 950208  |  58.560|    1.026|8.8378e-06|     4.0812e-08|3.3168e-05|     1.1336e-07|
|      06853|GRB 980619 |   7.104|    1.741|1.1805e-07|     9.2349e-09|2.1966e-07|     2.4732e-08|
|      06546|GRB 971227 |   6.784|    2.052|2.9562e-07|     7.6419e-09|3.2732e-07|     1.9413e-08|
|      08008|GRB 000302-|  22.656|    0.453|5.0877e-06|     5.2115e-08|2.2855e-05|     1.4421e-07|
|      05770|GRB 970110 |   0.727|    0.467|9.5725e-09|     3.3106e-09|5.2953e-08|     9.1732e-09|
|      03514|4B 950419  |  88.864|    3.117|1.0003e-06|     3.7956e-08|2.5289e-06|     1.0580e-07|
|      00830|4B 910928- |   0.131|    0.015|1.7146e-08|     1.8681e-09|1.2907e-07|     6.1046e-09|
|      06396|GRB 970925-|  52.672|    3.011|3.5507e-07|     1.9909e-08|1.2548e-06|     4.9228e-08|
|      04462|4B 960119- |        |         |          |               |          |               |
|      05709|GRB 961211-|        |         |          |               |          |               |
|      02332|4B 930510  |   0.052|    0.156|3.3900e-09|     8.9435e-10|1.6898e-08|     2.7396e-09|
|      06816|GRB 980611-|  35.136|    0.231|1.9467e-06|     3.3061e-08|3.8332e-06|     9.3286e-08|
|      07840|GRB 991104 |  43.776|    2.627|1.7685e-06|     3.1202e-08|5.1933e-06|     8.6890e-08|
|      01986|4B 921011  |        |         |          |               |          |               |
|      07403|GRB 990220 |  65.856|    3.973|1.2366e-06|     2.8723e-08|2.4781e-06|     8.1263e-08|
|      02087|4B 921208  |  10.112|    0.792|2.6201e-07|     1.2708e-08|9.2307e-07|     3.2727e-08|
|      05466|4B 960521- |  16.288|    3.666|4.5666e-07|     2.5028e-08|3.6713e-07|     6.5580e-08|
|      06188|GRB 970417-|   7.936|    0.630|4.8579e-08|     6.3167e-09|5.6440e-08|     1.4230e-08|
|      02974|4B 940512- |        |         |          |               |          |               |
|      02537|4B 930922- |   4.800|    0.091|4.4378e-06|     2.3938e-08|1.0097e-05|     6.1106e-08|
|      02628|4B 931112  |   5.888|    0.091|8.3671e-07|     1.4521e-08|2.6431e-06|     3.4841e-08|
|      07567|GRB 990516-|   6.528|    1.257|2.4404e-07|     9.6263e-09|3.2388e-07|     2.6450e-08|
|      00593|4B 910730- |        |         |3.0695e-07|     1.6547e-08|4.3715e-07|     4.4960e-08|
|      06129|GRB 970318 |        |         |          |               |          |               |
|      03734|4B 950804- |        |         |          |               |          |               |
|      02910|4B 940404  |   0.320|    0.326|3.6687e-09|     1.7060e-09|7.9768e-08|     5.9531e-09|
|      05491|4B 960608- |   0.144|    0.025|1.4078e-08|     1.8472e-09|4.7480e-08|     4.9516e-09|
|      02407|4B 930621- |        |         |          |               |          |               |
|      05447|4B 960425- |  55.904|    1.280|2.3347e-06|     3.9032e-08|2.6819e-06|     1.0516e-07|
|      03256|4B 941023- |  96.576|    8.384|1.1622e-06|     3.8732e-08|1.7832e-06|     9.0945e-08|
|      05576|4B 960816  |   0.192|    0.097|6.1397e-09|     2.2344e-09|4.3255e-08|     6.6875e-09|
|      03492|4B 950403- |        |         |4.9755e-06|     2.4259e-08|1.8745e-05|     6.9375e-08|
|      06605|GRB 980218-|  16.704|    1.154|1.0704e-06|     1.7264e-08|1.9550e-06|     4.3357e-08|
|      07977|GRB 000201-|   0.020|    0.051|          |               |          |               |
|      03488|4B 950401- |  60.224|    0.779|9.8304e-07|     3.1805e-08|2.5884e-06|     8.4049e-08|
|      07362|GRB 990130 |        |         |          |               |          |               |
|      04327|4B 960112  |   0.128|    0.091|3.2554e-08|     2.2611e-09|1.6686e-07|     6.3530e-09|
|      05610|GRB 960923-|  95.360|    2.010|7.1753e-07|     3.4564e-08|1.3521e-06|     9.0514e-08|
|      06800|GRB 980530-|   0.206|    0.029|3.9497e-08|     4.3090e-09|1.0105e-07|     1.1705e-08|
|      03493|4B 950405- |  83.008|    6.789|1.0499e-07|     1.9334e-08|7.7902e-07|     4.8812e-08|
|      07640|GRB 990708-|        |         |          |               |          |               |
|      02203|4B 930219- |  15.104|    3.392|2.4677e-07|     1.5846e-08|6.7250e-07|     4.1045e-08|
|      05744|GRB 970105 |        |         |          |               |          |               |
|      07886|GRB 991129-|  37.696|    7.169|3.6388e-07|     1.6104e-08|6.5497e-07|     4.8280e-08|
|      02900|4B 940331- |  18.144|    2.146|1.6133e-07|     3.0900e-08|6.2091e-07|     8.2018e-08|
|      05511|4B 960621- |        |         |          |               |          |               |
